idxcell,idycell,idzcell,Temperature
1,1,1,318.0
1,2,1,318.08849557522126
1,3,1,318.17699115044246
1,4,1,318.2654867256637
1,5,1,318.353982300885
1,6,1,318.4424778761062
1,7,1,318.53097345132744
1,8,1,318.6194690265487
1,9,1,318.7079646017699
1,10,1,318.79646017699116
1,11,1,318.88495575221236
1,12,1,318.9734513274336
1,13,1,319.0619469026549
1,14,1,319.1504424778761
1,15,1,319.23893805309734
1,16,1,319.3274336283186
1,17,1,319.4159292035398
1,18,1,319.50442477876106
1,19,1,319.5929203539823
1,20,1,319.6814159292035
1,21,1,319.7699115044248
1,22,1,319.85840707964604
1,23,1,319.94690265486724
1,24,1,320.0353982300885
1,25,1,320.12389380530976
1,26,1,320.21238938053096
1,27,1,320.3008849557522
1,28,1,320.3893805309734
1,29,1,320.4778761061947
1,30,1,320.56637168141594
1,31,1,320.65486725663715
1,32,1,320.7433628318584
1,33,1,320.83185840707966
1,34,1,320.92035398230087
1,35,1,321.0088495575221
1,36,1,321.0973451327434
1,37,1,321.1858407079646
1,38,1,321.27433628318585
1,39,1,321.3628318584071
1,40,1,321.4513274336283
1,41,1,321.53982300884957
1,42,1,321.62831858407077
1,43,1,321.716814159292
1,44,1,321.8053097345133
1,45,1,321.8938053097345
1,46,1,321.98230088495575
1,47,1,322.070796460177
1,48,1,322.1592920353982
1,49,1,322.24778761061947
1,50,1,322.3362831858407
1,51,1,322.42477876106193
1,52,1,322.5132743362832
1,53,1,322.60176991150445
1,54,1,322.69026548672565
1,55,1,322.7787610619469
1,56,1,322.86725663716817
1,57,1,322.95575221238937
1,58,1,323.04424778761063
1,59,1,323.13274336283183
1,60,1,323.2212389380531
1,61,1,323.30973451327435
1,62,1,323.39823008849555
1,63,1,323.4867256637168
1,64,1,323.57522123893807
1,65,1,323.6637168141593
1,66,1,323.75221238938053
1,67,1,323.8407079646018
1,68,1,323.929203539823
1,69,1,324.01769911504425
1,70,1,324.1061946902655
1,71,1,324.1946902654867
1,72,1,324.283185840708
1,73,1,324.37168141592923
1,74,1,324.46017699115043
1,75,1,324.5486725663717
1,76,1,324.6371681415929
1,77,1,324.72566371681415
1,78,1,324.8141592920354
1,79,1,324.9026548672566
1,80,1,324.9911504424779
1,81,1,325.07964601769913
1,82,1,325.16814159292034
1,83,1,325.2566371681416
1,84,1,325.34513274336285
1,85,1,325.43362831858406
1,86,1,325.5221238938053
1,87,1,325.6106194690266
1,88,1,325.6991150442478
1,89,1,325.78761061946904
1,90,1,325.87610619469024
1,91,1,325.9646017699115
1,92,1,326.05309734513276
1,93,1,326.14159292035396
1,94,1,326.2300884955752
1,95,1,326.3185840707965
1,96,1,326.4070796460177
1,97,1,326.49557522123894
1,98,1,326.5840707964602
1,99,1,326.6725663716814
1,100,1,326.76106194690266
1,101,1,326.8495575221239
1,102,1,326.9380530973451
1,103,1,327.0265486725664
1,104,1,327.11504424778764
1,105,1,327.20353982300884
1,106,1,327.2920353982301
1,107,1,327.3805309734513
1,108,1,327.46902654867256
1,109,1,327.5575221238938
1,110,1,327.646017699115
1,111,1,327.7345132743363
1,112,1,327.82300884955754
1,113,1,327.91150442477874
1,114,1,328.0
